tablet_id,site,date_est,date_uncertainty_yrs,material,source_strategy,qcs,is_synthetic,transliteration,sign_groups,sign_sequence_unicode,sign_sequence_ids,sign_group_count,sign_count
MY 1,Myrtos,-1550,,clay,gorila_transliterations,0.9,False,DA-QE-RA GRA 10 A-DU GRA 5 KU-RO GRA 15,DA-QE-RA|GRA|A-DU|GRA|KU-RO|GRA,𐘦𐘿𐘴 𐙕 𐘀𐘬 𐙕 𐙂𐘁 𐙕,"38,63,52,85,0,44,85,66,1,85",6,10
MY 2,Myrtos,-1550,,clay,gorila_transliterations,0.9,False,KU-PA3-NU OVS 8 PA-I-TO OVS 7 KU-RO OVS 15,KU-PA3-NU|OVS|PA-I-TO|OVS|KU-RO|OVS,𐙂𐘰𐘟 𐙝 𐘂𐘚𐘄 𐙝 𐙂𐘁 𐙝,"66,48,31,93,2,26,4,93,66,1,93",6,11
MY 3,Myrtos,-1550,,stone,gorila_transliterations,0.9,False,I-DA-MA-TE A-SA-SA-RA-ME,I-DA-MA-TE|A-SA-SA-RA-ME,𐘚𐘦𐙁𐘃 𐘀𐘞𐘞𐘴𐘋,"26,38,65,3,0,30,30,52,11",2,9
MY 4,Myrtos,-1550,,clay,gorila_transliterations,0.9,False,A-MI-DA-O GRA 6 SI-DA-TE GRA 4 KU-RO GRA 10,A-MI-DA-O|GRA|SI-DA-TE|GRA|KU-RO|GRA,𐘀𐘒𐘦𐘵 𐙕 𐘜𐘦𐘃 𐙕 𐙂𐘁 𐙕,"0,18,38,53,85,28,38,3,85,66,1,85",6,12
APO 1,Apodioulou,-1500,,stone,gorila_transliterations,0.9,False,I-DA-MA-TE A-SA-SA-RA-ME,I-DA-MA-TE|A-SA-SA-RA-ME,𐘚𐘦𐙁𐘃 𐘀𐘞𐘞𐘴𐘋,"26,38,65,3,0,30,30,52,11",2,9
APO 2,Apodioulou,-1500,,stone,gorila_transliterations,0.9,False,A-TA-I-*301-WA-JA I-DA-MA-TE,A-TA-I-*301-WA-JA|I-DA-MA-TE,𐘀𐘳𐘚𐙕𐘮𐘧 𐘚𐘦𐙁𐘃,"0,51,26,85,46,39,26,38,65,3",2,10
PE 1,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,A-DU GRA 30 KI-RO GRA 5 KU-RO GRA 25,A-DU|GRA|KI-RO|GRA|KU-RO|GRA,𐘀𐘬 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"0,44,85,56,1,85,66,1,85",6,9
PE 2,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,PA-I-TO GRA 12 DI-NA-U GRA 8 KU-RO GRA 20,PA-I-TO|GRA|DI-NA-U|GRA|KU-RO|GRA,𐘂𐘚𐘄 𐙕 𐘆𐘅𐘉 𐙕 𐙂𐘁 𐙕,"2,26,4,85,6,5,9,85,66,1,85",6,11
PE 3,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,KU-PA3-NU VIN 6 A-DU VIN 4 KU-RO VIN 10,KU-PA3-NU|VIN|A-DU|VIN|KU-RO|VIN,𐙂𐘰𐘟 𐙗 𐘀𐘬 𐙗 𐙂𐘁 𐙗,"66,48,31,87,0,44,87,66,1,87",6,10
PE 4,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,I-DA-MI OVS 15 GRA 5 KU-RO OVS 15,I-DA-MI|OVS|GRA|KU-RO|OVS,𐘚𐘦𐘒 𐙝 𐙕 𐙂𐘁 𐙝,"26,38,18,93,85,66,1,93",5,8
PE 5,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,SA-MA GRA 8 PA3-TE GRA 4 KU-RO GRA 12,SA-MA|GRA|PA3-TE|GRA|KU-RO|GRA,𐘞𐙁 𐙕 𐘰𐘃 𐙕 𐙂𐘁 𐙕,"30,65,85,48,3,85,66,1,85",6,9
PE 6,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,A-RE VIN 20 KI-RO VIN 2 KU-RO VIN 18,A-RE|VIN|KI-RO|VIN|KU-RO|VIN,𐘀𐘙 𐙗 𐘸𐘁 𐙗 𐙂𐘁 𐙗,"0,25,87,56,1,87,66,1,87",6,9
PE 7,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,DU-PU2-RE GRA 40 KU-RO GRA 40,DU-PU2-RE|GRA|KU-RO|GRA,𐘬𐙄𐘙 𐙕 𐙂𐘁 𐙕,"44,68,25,85,66,1,85",4,7
PE 8,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,KU-RO GRA 100 VIN 20 OLE 15,KU-RO|GRA|VIN|OLE,𐙂𐘁 𐙕 𐙗 𐙚,"66,1,85,87,90",4,5
PE 9,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,TE-KI GRA 7 A-KA GRA 3 KU-RO GRA 10,TE-KI|GRA|A-KA|GRA|KU-RO|GRA,𐘃𐘸 𐙕 𐘀𐘾 𐙕 𐙂𐘁 𐙕,"3,56,85,0,62,85,66,1,85",6,9
PE 10,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,I-NA-JA VIN 5 KU-PA3-NU VIN 5 KU-RO VIN 10,I-NA-JA|VIN|KU-PA3-NU|VIN|KU-RO|VIN,𐘚𐘅𐘧 𐙗 𐙂𐘰𐘟 𐙗 𐙂𐘁 𐙗,"26,5,39,87,66,48,31,87,66,1,87",6,11
PE 11,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,A-DU OLE 18 KI-RO OLE 3 KU-RO OLE 15,A-DU|OLE|KI-RO|OLE|KU-RO|OLE,𐘀𐘬 𐙚 𐘸𐘁 𐙚 𐙂𐘁 𐙚,"0,44,90,56,1,90,66,1,90",6,9
PE 12,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,SA-RA2 GRA 22 KU-RO GRA 22,SA-RA2|GRA|KU-RO|GRA,𐘞𐘱 𐙕 𐙂𐘁 𐙕,"30,49,85,66,1,85",4,6
PE 13,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,RE-DI-SE OVS 10 CAP 5 KU-RO OVS 10 CAP 5,RE-DI-SE|OVS|CAP|KU-RO|OVS|CAP,𐘙𐘆𐘈 𐙝 𐙜 𐙂𐘁 𐙝 𐙜,"25,6,8,93,92,66,1,93,92",6,9
PE 14,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,TA-NA-TE GRA 35 KI-RO GRA 5 KU-RO GRA 30,TA-NA-TE|GRA|KI-RO|GRA|KU-RO|GRA,𐘳𐘅𐘃 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"51,5,3,85,56,1,85,66,1,85",6,10
PE 15,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,A-SI-DA-TO GRA 50 KU-RO GRA 50,A-SI-DA-TO|GRA|KU-RO|GRA,𐘀𐘜𐘦𐘄 𐙕 𐙂𐘁 𐙕,"0,28,38,4,85,66,1,85",4,8
PE 16,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,KU-MI GRA 6 VIN 3 OLE 2 KU-RO GRA 6,KU-MI|GRA|VIN|OLE|KU-RO|GRA,𐙂𐘒 𐙕 𐙗 𐙚 𐙂𐘁 𐙕,"66,18,85,87,90,66,1,85",6,8
PE 17,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,PA-TA-NE GRA 14 KU-RO GRA 14,PA-TA-NE|GRA|KU-RO|GRA,𐘂𐘳𐘗 𐙕 𐙂𐘁 𐙕,"2,51,23,85,66,1,85",4,7
PE 18,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,WA-TI GRA 9 DU-PU2-RE GRA 9 KU-RO GRA 18,WA-TI|GRA|DU-PU2-RE|GRA|KU-RO|GRA,𐘮𐘠 𐙕 𐘬𐙄𐘙 𐙕 𐙂𐘁 𐙕,"46,32,85,44,68,25,85,66,1,85",6,10
PE 19,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,A-MI-DA-U OVS 20 CAP 10 KU-RO OVS 20,A-MI-DA-U|OVS|CAP|KU-RO|OVS,𐘀𐘒𐘦𐘉 𐙝 𐙜 𐙂𐘁 𐙝,"0,18,38,9,93,92,66,1,93",5,9
PE 20,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,SA-MA-RO GRA 28 KI-RO GRA 2 KU-RO GRA 26,SA-MA-RO|GRA|KI-RO|GRA|KU-RO|GRA,𐘞𐙁𐘁 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"30,65,1,85,56,1,85,66,1,85",6,10
PE 21,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,JU-TI VIN 12 KU-RO VIN 12,JU-TI|VIN|KU-RO|VIN,𐘶𐘠 𐙗 𐙂𐘁 𐙗,"54,32,87,66,1,87",4,6
PE 22,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,A-DU GRA 45 VIN 12 KU-RO GRA 45,A-DU|GRA|VIN|KU-RO|GRA,𐘀𐘬 𐙕 𐙗 𐙂𐘁 𐙕,"0,44,85,87,66,1,85",5,7
PE 23,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,I-NA-JA OLE 8 KI-RO OLE 1 KU-RO OLE 7,I-NA-JA|OLE|KI-RO|OLE|KU-RO|OLE,𐘚𐘅𐘧 𐙚 𐘸𐘁 𐙚 𐙂𐘁 𐙚,"26,5,39,90,56,1,90,66,1,90",6,10
PE 24,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,PI-TA-KE-SI GRA 16 KU-RO GRA 16,PI-TA-KE-SI|GRA|KU-RO|GRA,𐘢𐘳𐘥𐘜 𐙕 𐙂𐘁 𐙕,"34,51,37,28,85,66,1,85",4,8
PE 25,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,RE-KU OVS 7 BOS 2 KU-RO OVS 7,RE-KU|OVS|BOS|KU-RO|OVS,𐘙𐙂 𐙝 𐙠 𐙂𐘁 𐙝,"25,66,93,96,66,1,93",5,7
PE 26,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,A-RO GRA 33 KI-RO GRA 3 KU-RO GRA 30,A-RO|GRA|KI-RO|GRA|KU-RO|GRA,𐘀𐘁 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"0,1,85,56,1,85,66,1,85",6,9
PE 27,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,TE-I VIN 9 OLE 3 KU-RO VIN 9,TE-I|VIN|OLE|KU-RO|VIN,𐘃𐘚 𐙗 𐙚 𐙂𐘁 𐙗,"3,26,87,90,66,1,87",5,7
PE 28,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,KU-PA3 GRA 20 KU-RO GRA 20,KU-PA3|GRA|KU-RO|GRA,𐙂𐘰 𐙕 𐙂𐘁 𐙕,"66,48,85,66,1,85",4,6
PE 29,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,SA GRA 11 A-RE GRA 9 KU-RO GRA 20,SA|GRA|A-RE|GRA|KU-RO|GRA,𐘞 𐙕 𐘀𐘙 𐙕 𐙂𐘁 𐙕,"30,85,0,25,85,66,1,85",6,8
PE 30,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,DU OVS 25 KI-RO OVS 5 KU-RO OVS 20,DU|OVS|KI-RO|OVS|KU-RO|OVS,𐘬 𐙝 𐘸𐘁 𐙝 𐙂𐘁 𐙝,"44,93,56,1,93,66,1,93",6,8
PE 31,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,A-DU GRA 60 VIN 18 OLE 10 KU-RO GRA 60,A-DU|GRA|VIN|OLE|KU-RO|GRA,𐘀𐘬 𐙕 𐙗 𐙚 𐙂𐘁 𐙕,"0,44,85,87,90,66,1,85",6,8
PE 32,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,KU-MI-NA GRA 8 KU-RO GRA 8,KU-MI-NA|GRA|KU-RO|GRA,𐙂𐘒𐘅 𐙕 𐙂𐘁 𐙕,"66,18,5,85,66,1,85",4,7
PE 33,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,I-KU-PA3 VIN 5 KU-RO VIN 5,I-KU-PA3|VIN|KU-RO|VIN,𐘚𐙂𐘰 𐙗 𐙂𐘁 𐙗,"26,66,48,87,66,1,87",4,7
PE 34,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,A-SI GRA 17 KI-RO GRA 2 KU-RO GRA 15,A-SI|GRA|KI-RO|GRA|KU-RO|GRA,𐘀𐘜 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"0,28,85,56,1,85,66,1,85",6,9
PE 35,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,TA-KU OVS 12 BOS 3 KU-RO OVS 12,TA-KU|OVS|BOS|KU-RO|OVS,𐘳𐙂 𐙝 𐙠 𐙂𐘁 𐙝,"51,66,93,96,66,1,93",5,7
PE 36,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,PA-DE GRA 25 KU-RO GRA 25,PA-DE|GRA|KU-RO|GRA,𐘂𐘦 𐙕 𐙂𐘁 𐙕,"2,38,85,66,1,85",4,6
PE 37,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,I-DA GRA 14 VIN 6 KU-RO GRA 14,I-DA|GRA|VIN|KU-RO|GRA,𐘚𐘦 𐙕 𐙗 𐙂𐘁 𐙕,"26,38,85,87,66,1,85",5,7
PE 38,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,A-RA2 OLE 7 KI-RO OLE 1 KU-RO OLE 6,A-RA2|OLE|KI-RO|OLE|KU-RO|OLE,𐘀𐘱 𐙚 𐘸𐘁 𐙚 𐙂𐘁 𐙚,"0,49,90,56,1,90,66,1,90",6,9
PE 39,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,TE-ZA GRA 10 KU-RO GRA 10,TE-ZA|GRA|KU-RO|GRA,𐘃𐘍 𐙕 𐙂𐘁 𐙕,"3,13,85,66,1,85",4,6
PE 40,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,SA-MA VIN 15 KI-RO VIN 3 KU-RO VIN 12,SA-MA|VIN|KI-RO|VIN|KU-RO|VIN,𐘞𐙁 𐙗 𐘸𐘁 𐙗 𐙂𐘁 𐙗,"30,65,87,56,1,87,66,1,87",6,9
PE 41,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,DU-PU2 GRA 22 OVS 8 KU-RO GRA 22,DU-PU2|GRA|OVS|KU-RO|GRA,𐘬𐙄 𐙕 𐙝 𐙂𐘁 𐙕,"44,68,85,93,66,1,85",5,7
PE 42,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,KU-RA GRA 6 KU-RO GRA 6,KU-RA|GRA|KU-RO|GRA,𐙂𐘴 𐙕 𐙂𐘁 𐙕,"66,52,85,66,1,85",4,6
PE 43,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,A-NA VIN 8 OLE 4 KU-RO VIN 8,A-NA|VIN|OLE|KU-RO|VIN,𐘀𐘅 𐙗 𐙚 𐙂𐘁 𐙗,"0,5,87,90,66,1,87",5,7
PE 44,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,RE-I GRA 30 KI-RO GRA 5 KU-RO GRA 25,RE-I|GRA|KI-RO|GRA|KU-RO|GRA,𐘙𐘚 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"25,26,85,56,1,85,66,1,85",6,9
PE 45,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,PA-TA GRA 18 KU-RO GRA 18,PA-TA|GRA|KU-RO|GRA,𐘂𐘳 𐙕 𐙂𐘁 𐙕,"2,51,85,66,1,85",4,6
PE 46,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,WA-DU-NI GRA 10 VIN 5 KU-RO GRA 10,WA-DU-NI|GRA|VIN|KU-RO|GRA,𐘮𐘬𐘝 𐙕 𐙗 𐙂𐘁 𐙕,"46,44,29,85,87,66,1,85",5,8
PE 47,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,I-SE GRA 14 KU-RO GRA 14,I-SE|GRA|KU-RO|GRA,𐘚𐘈 𐙕 𐙂𐘁 𐙕,"26,8,85,66,1,85",4,6
PE 48,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,KU-PA3-NU OLE 9 KI-RO OLE 2 KU-RO OLE 7,KU-PA3-NU|OLE|KI-RO|OLE|KU-RO|OLE,𐙂𐘰𐘟 𐙚 𐘸𐘁 𐙚 𐙂𐘁 𐙚,"66,48,31,90,56,1,90,66,1,90",6,10
PE 49,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,A-DU GRA 55 VIN 14 KU-RO GRA 55,A-DU|GRA|VIN|KU-RO|GRA,𐘀𐘬 𐙕 𐙗 𐙂𐘁 𐙕,"0,44,85,87,66,1,85",5,7
PE 50,Petras,-1600,,clay,minor_cretan_clay_tablets,0.68,False,SA-RA2-MA GRA 40 KI-RO GRA 4 KU-RO GRA 36,SA-RA2-MA|GRA|KI-RO|GRA|KU-RO|GRA,𐘞𐘱𐙁 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"30,49,65,85,56,1,85,66,1,85",6,10
MON 1,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,A-KA GRA 20 KU-RO GRA 20,A-KA|GRA|KU-RO|GRA,𐘀𐘾 𐙕 𐙂𐘁 𐙕,"0,62,85,66,1,85",4,6
MON 2,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,PA-TA VIN 10 KI-RO VIN 2 KU-RO VIN 8,PA-TA|VIN|KI-RO|VIN|KU-RO|VIN,𐘂𐘳 𐙗 𐘸𐘁 𐙗 𐙂𐘁 𐙗,"2,51,87,56,1,87,66,1,87",6,9
MON 3,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,KU-PA3 GRA 15 OLE 5 KU-RO GRA 15,KU-PA3|GRA|OLE|KU-RO|GRA,𐙂𐘰 𐙕 𐙚 𐙂𐘁 𐙕,"66,48,85,90,66,1,85",5,7
MON 4,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,DI-KI-SE GRA 25 KI-RO GRA 5 KU-RO GRA 20,DI-KI-SE|GRA|KI-RO|GRA|KU-RO|GRA,𐘆𐘸𐘈 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"6,56,8,85,56,1,85,66,1,85",6,10
MON 5,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,I-DA OVS 30 BOS 5 KU-RO OVS 30,I-DA|OVS|BOS|KU-RO|OVS,𐘚𐘦 𐙝 𐙠 𐙂𐘁 𐙝,"26,38,93,96,66,1,93",5,7
MON 6,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,SA-MA GRA 12 VIN 4 KU-RO GRA 12,SA-MA|GRA|VIN|KU-RO|GRA,𐘞𐙁 𐙕 𐙗 𐙂𐘁 𐙕,"30,65,85,87,66,1,85",5,7
MON 7,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,KU-RO GRA 80 VIN 20 OLE 12,KU-RO|GRA|VIN|OLE,𐙂𐘁 𐙕 𐙗 𐙚,"66,1,85,87,90",4,5
MON 8,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,RE-DI GRA 18 KI-RO GRA 3 KU-RO GRA 15,RE-DI|GRA|KI-RO|GRA|KU-RO|GRA,𐘙𐘆 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"25,6,85,56,1,85,66,1,85",6,9
MON 9,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,A-SI-DA GRA 40 KU-RO GRA 40,A-SI-DA|GRA|KU-RO|GRA,𐘀𐘜𐘦 𐙕 𐙂𐘁 𐙕,"0,28,38,85,66,1,85",4,7
MON 10,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,TA-NA VIN 8 OLE 3 KU-RO VIN 8,TA-NA|VIN|OLE|KU-RO|VIN,𐘳𐘅 𐙗 𐙚 𐙂𐘁 𐙗,"51,5,87,90,66,1,87",5,7
MON 11,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,WA-TU GRA 22 KI-RO GRA 2 KU-RO GRA 20,WA-TU|GRA|KI-RO|GRA|KU-RO|GRA,𐘮𐘹 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"46,57,85,56,1,85,66,1,85",6,9
MON 12,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,PA-DE OVS 15 KU-RO OVS 15,PA-DE|OVS|KU-RO|OVS,𐘂𐘦 𐙝 𐙂𐘁 𐙝,"2,38,93,66,1,93",4,6
MON 13,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,I-NA GRA 9 VIN 5 KU-RO GRA 9,I-NA|GRA|VIN|KU-RO|GRA,𐘚𐘅 𐙕 𐙗 𐙂𐘁 𐙕,"26,5,85,87,66,1,85",5,7
MON 14,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,KU-MI-NA GRA 30 KI-RO GRA 5 KU-RO GRA 25,KU-MI-NA|GRA|KI-RO|GRA|KU-RO|GRA,𐙂𐘒𐘅 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"66,18,5,85,56,1,85,66,1,85",6,10
MON 15,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,DU-RA GRA 16 KU-RO GRA 16,DU-RA|GRA|KU-RO|GRA,𐘬𐘴 𐙕 𐙂𐘁 𐙕,"44,52,85,66,1,85",4,6
MON 16,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,A-RO2 VIN 6 KU-RO VIN 6,A-RO2|VIN|KU-RO|VIN,𐘀? 𐙗 𐙂𐘁 𐙗,"0,87,66,1,87",4,5
MON 17,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,TA-RA2 GRA 28 OLE 7 KU-RO GRA 28,TA-RA2|GRA|OLE|KU-RO|GRA,𐘳𐘱 𐙕 𐙚 𐙂𐘁 𐙕,"51,49,85,90,66,1,85",5,7
MON 18,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,PI-TA GRA 11 KI-RO GRA 1 KU-RO GRA 10,PI-TA|GRA|KI-RO|GRA|KU-RO|GRA,𐘢𐘳 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"34,51,85,56,1,85,66,1,85",6,9
MON 19,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,KU-RA-PE GRA 35 KU-RO GRA 35,KU-RA-PE|GRA|KU-RO|GRA,𐙂𐘴? 𐙕 𐙂𐘁 𐙕,"66,52,85,66,1,85",4,6
MON 20,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,SA-DI OVS 12 CAP 6 KU-RO OVS 12,SA-DI|OVS|CAP|KU-RO|OVS,𐘞𐘆 𐙝 𐙜 𐙂𐘁 𐙝,"30,6,93,92,66,1,93",5,7
MON 21,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,RE-KE GRA 20 VIN 8 KU-RO GRA 20,RE-KE|GRA|VIN|KU-RO|GRA,𐘙𐘥 𐙕 𐙗 𐙂𐘁 𐙕,"25,37,85,87,66,1,85",5,7
MON 22,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,A-KU GRA 14 KU-RO GRA 14,A-KU|GRA|KU-RO|GRA,𐘀𐙂 𐙕 𐙂𐘁 𐙕,"0,66,85,66,1,85",4,6
MON 23,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,I-TA-JA VIN 10 OLE 4 KU-RO VIN 10,I-TA-JA|VIN|OLE|KU-RO|VIN,𐘚𐘳𐘧 𐙗 𐙚 𐙂𐘁 𐙗,"26,51,39,87,90,66,1,87",5,8
MON 24,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,TE-KU GRA 18 KI-RO GRA 3 KU-RO GRA 15,TE-KU|GRA|KI-RO|GRA|KU-RO|GRA,𐘃𐙂 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"3,66,85,56,1,85,66,1,85",6,9
MON 25,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,WA-NA-TA GRA 45 KU-RO GRA 45,WA-NA-TA|GRA|KU-RO|GRA,𐘮𐘅𐘳 𐙕 𐙂𐘁 𐙕,"46,5,51,85,66,1,85",4,7
MON 26,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,PA-TA-NE OVS 20 BOS 3 KU-RO OVS 20,PA-TA-NE|OVS|BOS|KU-RO|OVS,𐘂𐘳𐘗 𐙝 𐙠 𐙂𐘁 𐙝,"2,51,23,93,96,66,1,93",5,8
MON 27,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,I-SI GRA 7 VIN 3 KU-RO GRA 7,I-SI|GRA|VIN|KU-RO|GRA,𐘚𐘜 𐙕 𐙗 𐙂𐘁 𐙕,"26,28,85,87,66,1,85",5,7
MON 28,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,KU-MI GRA 24 KI-RO GRA 4 KU-RO GRA 20,KU-MI|GRA|KI-RO|GRA|KU-RO|GRA,𐙂𐘒 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"66,18,85,56,1,85,66,1,85",6,9
MON 29,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,DA-TA-RA GRA 32 KU-RO GRA 32,DA-TA-RA|GRA|KU-RO|GRA,𐘦𐘳𐘴 𐙕 𐙂𐘁 𐙕,"38,51,52,85,66,1,85",4,7
MON 30,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,SA-MA-RA VIN 7 OLE 3 KU-RO VIN 7,SA-MA-RA|VIN|OLE|KU-RO|VIN,𐘞𐙁𐘴 𐙗 𐙚 𐙂𐘁 𐙗,"30,65,52,87,90,66,1,87",5,8
MON 31,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,A-SI-DA-TO GRA 60 KI-RO GRA 6 KU-RO GRA 54,A-SI-DA-TO|GRA|KI-RO|GRA|KU-RO|GRA,𐘀𐘜𐘦𐘄 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"0,28,38,4,85,56,1,85,66,1,85",6,11
MON 32,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,RE-DI-SE GRA 10 KU-RO GRA 10,RE-DI-SE|GRA|KU-RO|GRA,𐘙𐘆𐘈 𐙕 𐙂𐘁 𐙕,"25,6,8,85,66,1,85",4,7
MON 33,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,PI-KU VIN 12 OLE 4 KU-RO VIN 12,PI-KU|VIN|OLE|KU-RO|VIN,𐘢𐙂 𐙗 𐙚 𐙂𐘁 𐙗,"34,66,87,90,66,1,87",5,7
MON 34,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,A-RA GRA 26 KI-RO GRA 2 KU-RO GRA 24,A-RA|GRA|KI-RO|GRA|KU-RO|GRA,𐘀𐘴 𐙕 𐘸𐘁 𐙕 𐙂𐘁 𐙕,"0,52,85,56,1,85,66,1,85",6,9
MON 35,Monastiraki,-1700,,clay,minor_cretan_clay_tablets,0.68,False,TA-SI OVS 9 SUS 3 KU-RO OVS 9,TA-SI|OVS|SUS|KU-RO|OVS,𐘳𐘜 𐙝 𐙙 𐙂𐘁 𐙝,"51,28,93,89,66,1,93",5,7
